epoch,train_loss,val_loss,train_hint_metric,val_hint_metric,lr,cuda_mem_allocated_gib,cuda_mem_reserved_gib,cuda_peak_allocated_gib,cuda_peak_reserved_gib
24,0.1969013091062124,0.18017645650543274,1.5405735980088895,1.3844234464690088,0.00041099735007865657,0.11881637573242188,21.63671875,20.995221614837646,21.63671875
25,0.19976649425637263,0.18078084025764837,1.5652453644000568,1.3711820933967829,0.0004335896143321049,0.11877584457397461,21.63671875,20.99522876739502,21.63671875
26,0.19608343796661268,0.1780778512125835,1.530129175232007,1.354404346458614,0.0004565010166062343,0.11871767044067383,21.63671875,20.995225429534912,21.63671875
27,0.19201692197185297,0.17858014591038227,1.497614589516933,1.395542274042964,0.00047966874549868735,0.11880874633789062,21.63671875,20.995224952697754,21.63671875
28,0.18851974991938242,0.17884735246188938,1.489895001604007,1.3537565279752015,0.0005030292868899978,0.1188192367553711,21.63671875,20.995224952697754,21.63671875
29,0.19023174616579827,0.17575190911302344,1.4940486947389748,1.352430975344032,0.0005265185980669754,0.11874580383300781,21.63671875,20.995232105255127,21.63671875
30,0.18960321265129515,0.17637510243803262,1.4885462583028353,1.3320288370363413,0.0005500722832952262,0.11880779266357422,21.63671875,20.99523115158081,21.63671875
31,0.18402729228138923,0.17643086400348693,1.4462014214809125,1.3596701297909022,0.0005736257703594763,0.11879444122314453,21.63671875,20.99522304534912,21.63671875
32,0.17986952720353236,0.1761073390720412,1.4089495576345004,1.3449048843234777,0.0005971144875877162,0.11880302429199219,21.63671875,20.995222568511963,21.63671875
33,0.19320724421968827,0.17723635458387435,1.52540338071493,1.3512200457975267,0.000620474040873857,0.1186985969543457,21.63671875,20.995223999023438,21.63671875
34,0.18349967723282484,0.17524595714639873,1.4590702548852335,1.3374699998646975,0.0006436403902135899,0.11874818801879883,21.63671875,20.99522638320923,21.63671875
35,0.19143607726034065,0.17537301739212124,1.5264801338544258,1.3282292120158672,0.0006665500252694802,0.11875200271606445,21.63671875,20.995222568511963,21.63671875
36,0.18271040078539114,0.17173301877919583,1.449093434718939,1.3269665660336614,0.0006891401394839833,0.11881351470947266,21.63671875,20.99522304534912,21.63671875
37,0.17695904079824687,0.17130895681912078,1.4065072650405077,1.3160700765438378,0.000711348802263054,0.11878204345703125,21.63671875,20.99522829055786,21.63671875
38,0.1824101332288522,0.17161915053147822,1.4454219830036164,1.3201899595558644,0.0007331151287583126,0.11880111694335938,21.63671875,20.99522638320923,21.63671875
39,0.18158013159839007,0.17350731419865043,1.4483448791503906,1.354035913385451,0.0007543794467823046,0.11881685256958008,21.63671875,20.99522876739502,21.63671875
40,0.1899437989294529,0.17099699068348856,1.5006257142470434,1.3134093310683965,0.0007750834603992642,0.11877727508544922,21.63671875,20.99523115158081,21.63671875
41,0.17826535511475344,0.17269587047630922,1.4286201513730563,1.332275047339499,0.0007951704097428972,0.11880302429199219,21.63671875,20.99522304534912,21.63671875
42,0.17737977226479695,0.1711311309831217,1.4333524886461404,1.3031896211206913,0.0008145852266230387,0.11879539489746094,21.63671875,20.995229244232178,21.63671875
43,0.18474681681165328,0.17990497008431702,1.4836534174589011,1.4589766772463917,0.0008332746854946012,0.11878156661987305,21.63671875,20.995234489440918,21.63671875
44,0.18046816701785875,0.172775153076509,1.4349124114559246,1.309588790871203,0.0008511875493749258,0.11871147155761719,21.63671875,20.99522829055786,21.63671875
45,0.17924349554742758,0.17177217461867259,1.408770643564371,1.3223946487531066,0.0008682747103095049,0.11880111694335938,21.63671875,20.99522876739502,21.63671875
46,0.17855877004563808,0.17045387354446576,1.40961584263123,1.3041645303368568,0.0008844893240009984,0.11877107620239258,21.63671875,20.99523162841797,21.63671875
47,0.18236930788136446,0.17362853394588457,1.4510621251051243,1.387657979875803,0.0008997869382324508,0.11876964569091797,21.63671875,20.995229244232178,21.63671875
48,0.17305332706381496,0.17077868743799626,1.3850645462366251,1.3234147354960442,0.000914125614732642,0.11877775192260742,21.63671875,20.99522066116333,21.63671875
49,0.18089972961694,0.16803922473918648,1.4399805699861967,1.2628221983090042,0.0009274660441494789,0.11882495880126953,21.63671875,20.995225429534912,21.63671875
50,0.1744800122626699,0.17141343208495527,1.376212205015696,1.3164918096736073,0.0009397716538162307,0.11879634857177734,21.63671875,20.995223999023438,21.63671875
51,0.1717387134094651,0.169066703110002,1.352363842381881,1.3078905042260884,0.000951008708015162,0.11868858337402344,21.63671875,20.995232105255127,21.63671875
52,0.17287664589400475,0.16596232486190274,1.3735134261731918,1.2683526799082756,0.0009611464004636993,0.11877918243408203,21.63671875,20.99522829055786,21.63671875
53,0.1722541348148997,0.16753766059409828,1.3558711795623486,1.2848738584667445,0.0009701569387695772,0.11879682540893555,21.63671875,20.995229721069336,21.63671875
54,0.1685563809080766,0.16931561189703642,1.3176112624315115,1.2936271727085114,0.0009780156206234292,0.11880970001220703,21.63671875,20.995235919952393,21.63671875
55,0.16666441808812893,0.16850274484604597,1.3242061143425794,1.2829766130074858,0.000984700901519947,0.11880826950073242,21.63671875,20.995229721069336,21.63671875
56,0.17606329095764803,0.16785302762873472,1.3843200237934405,1.2700749954208732,0.000990194453821946,0.11877822875976562,21.63671875,20.99522352218628,21.63671875
57,0.1683765721722291,0.167684136366006,1.3324841341605553,1.2726218222640455,0.000994481217005418,0.11878633499145508,21.63671875,20.995224475860596,21.63671875
58,0.16562803926376196,0.16334551462205127,1.3098225507827905,1.24196005910635,0.0009975494389478212,0.11881208419799805,21.63671875,20.995223999023438,21.63671875
59,0.1695483488159684,0.1680894308083225,1.3494819236260194,1.2773044099099935,0.000999390708146418,0.11878538131713867,21.63671875,20.995226860046387,21.63671875
60,0.1850454927035249,0.16791695798747241,1.4836138262313145,1.2952667275443672,0.000999999995266592,0.11881589889526367,21.63671875,20.995227336883545,21.63671875
61,0.1664123627371513,0.16481939896475523,1.3166689878243667,1.2491443322505802,0.0009998726956599864,0.11880254745483398,21.63671875,20.995227336883545,21.63671875
62,0.1683578383636016,0.16518096320796757,1.3225266827528293,1.2548071974888444,0.0009994939468625141,0.11866950988769531,21.63671875,20.995224952697754,21.63671875
63,0.1715590567399676,0.16364251035847702,1.3512269461842683,1.23606775556691,0.0009988639395856003,0.11878633499145508,21.63671875,20.99522304534912,21.63671875
64,0.16510936102614954,0.1659442848409526,1.2990555445047525,1.24956775046885,0.0009979829910568816,0.11879158020019531,21.63671875,20.99522638320923,21.63671875
65,0.16780823598114344,0.16386149278259837,1.310154262276796,1.2415428705513478,0.000996851544860472,0.11880207061767578,21.63671875,20.99523162841797,21.63671875
66,0.17003327367970578,0.16315496213792358,1.324827817426278,1.2275344252586364,0.000995470170713605,0.11879158020019531,21.63671875,20.995227336883545,21.63671875
67,0.16107876891127,0.16355839878087863,1.264911876825186,1.2588755145203323,0.0009938395641797637,0.11878013610839844,21.63671875,20.995224475860596,21.63671875
68,0.16576385406920544,0.16376216325443238,1.2915603577173673,1.2329013184644282,0.000991960546318443,0.11879253387451172,21.63671875,20.995223999023438,21.63671875
69,0.163348415085616,0.1639684728346765,1.291568999840663,1.2504393969662488,0.0009898340632717233,0.11867475509643555,21.63671875,20.99522638320923,21.63671875
70,0.15920508613953224,0.16398089551075828,1.2460573068261147,1.2233107281383127,0.0009874611857878573,0.11880254745483398,21.63671875,20.995223999023438,21.63671875
71,0.1587808689604012,0.1618156629119767,1.2319665370136499,1.2192642091773451,0.0009848431086821178,0.11876106262207031,21.63671875,20.995224475860596,21.63671875
72,0.1687138127048428,0.16171998331847134,1.3131596315824068,1.2247284601908177,0.0009819811502351703,0.11878681182861328,21.63671875,20.995226860046387,21.63671875
73,0.15887675064400986,0.16201508316444233,1.237688400539068,1.2282809526659548,0.0009788767515292805,0.11878538131713867,21.63671875,20.99522590637207,21.63671875
74,0.15321792520869237,0.161903952776629,1.209395296894587,1.2085760056506842,0.0009755314757226867,0.11880302429199219,21.63671875,20.99522352218628,21.63671875
75,0.15942247374699667,0.1625573054596316,1.2543654390481802,1.2097485473612324,0.0009719470072624995,0.11877584457397461,21.63671875,20.99523162841797,21.63671875
76,0.15829125728314886,0.16184308153169696,1.2419418403162406,1.213048238027841,0.0009681251510365354,0.1188054084777832,21.63671875,20.995232105255127,21.63671875
77,0.16065326559428986,0.1636702461328241,1.2604101673456338,1.223201227467507,0.0009640678314644989,0.11879634857177734,21.63671875,20.99522590637207,21.63671875
78,0.15934218334607206,0.16489679258229445,1.247808473958419,1.2301853816723451,0.0009597770915289811,0.118804931640625,21.63671875,20.995229721069336,21.63671875
79,0.1621395012535728,0.16096229596878403,1.261236230983184,1.2065106135094539,0.0009552550917467547,0.11880111694335938,21.63671875,20.99522876739502,21.63671875
80,0.153582652695477,0.1616678742255317,1.1989104444705523,1.211931692971848,0.0009505041090808904,0.11870718002319336,21.63671875,20.99522113800049,21.63671875
81,0.15589588922090256,0.16128952084691264,1.205688970386982,1.2055622616782784,0.0009455265357942359,0.11880159378051758,21.63671875,20.995223999023438,21.63671875
82,0.16008800419477315,0.16332844304852187,1.2513865306056462,1.214289358118549,0.0009403248782448409,0.11882400512695312,21.63671875,20.995224952697754,21.63671875
83,0.1571006021541185,0.16089440319046844,1.2068123739843186,1.2012209298321976,0.000934901755623929,0.1187753677368164,21.63671875,20.99522590637207,21.63671875
84,0.16070968293799803,0.16124333537591157,1.2622364011349587,1.2121344917686656,0.0009292598986370573,0.11880731582641602,21.63671875,20.995229721069336,21.63671875
85,0.15822460760290807,0.16040111182956024,1.218397533091215,1.2073596304282546,0.0009234021481291233,0.11878776550292969,21.63671875,20.99522638320923,21.63671875
86,0.1576113472133875,0.16222496153059182,1.2174942194040006,1.2145613328786566,0.0009173314536539136,0.1188201904296875,21.63671875,20.995223999023438,21.63671875
87,0.155280088530137,0.16430892843927722,1.1939750891923904,1.2410005590179936,0.0009110508719889153,0.11867856979370117,21.63671875,20.995222568511963,21.63671875
88,0.15724676117300987,0.15933799417398403,1.2291540732177404,1.197522743884474,0.0009045635655961365,0.11878633499145508,21.63671875,20.99523115158081,21.63671875
89,0.15531047656272468,0.16070175197091885,1.207872822170074,1.2105002828175202,0.0008978728010297111,0.11881256103515625,21.63671875,20.995234489440918,21.63671875
90,0.1519392078334036,0.15803012370597572,1.1903059229885156,1.1710040978505276,0.0008909819472910906,0.11877965927124023,21.63671875,20.99522829055786,21.63671875
91,0.14854471055647503,0.1594242598672281,1.143955666984503,1.1912289750413039,0.0008838944741326503,0.11877250671386719,21.63671875,20.99522638320923,21.63671875
92,0.15478731335445237,0.1592349575017579,1.2216087354261143,1.1860298627521844,0.0008766139503105647,0.11877059936523438,21.63671875,20.995229721069336,21.63671875
93,0.15868388175104672,0.1594533289084211,1.2318639114613716,1.181549802410882,0.000869144041787831,0.11882162094116211,21.63671875,20.995224952697754,21.63671875
94,0.155420347990898,0.16030024972133106,1.2069647642970085,1.1957859140122309,0.0008614885098883467,0.11880302429199219,21.63671875,20.995230674743652,21.63671875
95,0.1565679295017169,0.16003230397545848,1.2331870243297174,1.1831838307436555,0.0008536512094029693,0.11880731582641602,21.63671875,20.995227336883545,21.63671875
96,0.15086876273585054,0.15814308071276173,1.1853770143022904,1.1907151555642486,0.0008456360866485136,0.11875629425048828,21.63671875,20.995230197906494,21.63671875
97,0.14297477732197597,0.1600865504631656,1.1063010842525043,1.1782589342677965,0.0008374471774806616,0.11878442764282227,21.63671875,20.995222568511963,21.63671875
98,0.15049273261155646,0.1588971605990082,1.179202613257445,1.1844430937897414,0.0008290886052617881,0.1186676025390625,21.63671875,20.995233058929443,21.63671875
99,0.14457764216913627,0.15712180780101334,1.1177247173969562,1.1648125210311264,0.000820564578784724,0.11880731582641602,21.63671875,20.995226860046387,21.63671875
100,0.1492818151643643,0.15887251840322278,1.1682916866242885,1.1789635986555367,0.0008118793901535012,0.11876964569091797,21.63671875,20.9952335357666,21.63671875
101,0.14850664261513605,0.15666585686267354,1.152755705244266,1.161181940883398,0.0008030374126221498,0.11874866485595703,21.63671875,20.99522352218628,21.63671875
102,0.14153220215812326,0.1586717261990998,1.1068977410976704,1.175422360934317,0.000794043098392633,0.11877155303955078,21.63671875,20.995229244232178,21.63671875
103,0.14774034733812397,0.15738015009264927,1.1434698693167704,1.1801804085378536,0.000784900976373029,0.11881637573242188,21.63671875,20.995232582092285,21.63671875
104,0.15143738377266205,0.1564186320611043,1.1918992533362829,1.1582641261862592,0.0007756156498970894,0.11879587173461914,21.63671875,20.99523162841797,21.63671875
105,0.1534421692874569,0.15823205940250773,1.2043692085376152,1.1874129117582926,0.0007661917944063225,0.11871051788330078,21.63671875,20.99522590637207,21.63671875
106,0.14581870255203774,0.1588025222255965,1.1145941465433973,1.1716860693646596,0.0007566341550957671,0.11880254745483398,21.63671875,20.99522113800049,21.63671875
107,0.14406901103659317,0.15763765240990324,1.1181561888868992,1.1633907379815356,0.0007469475445246443,0.11879730224609375,21.63671875,20.99522304534912,21.63671875
108,0.14308679380382483,0.15764356096478876,1.1147744788802587,1.1806032132240944,0.0007371368401930887,0.11881303787231445,21.63671875,20.995226860046387,21.63671875
109,0.1417331442810022,0.1597665196029993,1.1015614816317192,1.182318774377927,0.0007272069820861806,0.11878156661987305,21.63671875,20.99523115158081,21.63671875
110,0.14347392638715414,0.15666138671367663,1.1174987490589803,1.161974078719504,0.0007171629701865143,0.11881780624389648,21.63671875,20.995229721069336,21.63671875
111,0.14544429065373082,0.16137592588784172,1.1173671109401262,1.1925800480181352,0.0007070098619565567,0.11882877349853516,21.63671875,20.995222091674805,21.63671875
112,0.1421625268065299,0.15626398211607012,1.1321148869166007,1.1593886450747959,0.000696752769792062,0.11877918243408203,21.63671875,20.99522113800049,21.63671875
113,0.14847078955803927,0.15595498821785442,1.1656320056892358,1.1556134546175598,0.0006863968584478275,0.11878776550292969,21.63671875,20.995226860046387,21.63671875
114,0.1423150456381532,0.15672218394756782,1.1121887718370327,1.1592148298572282,0.0006759473424370831,0.11881637573242188,21.63671875,20.99523115158081,21.63671875
115,0.14582147830380843,0.15602041454840218,1.141509542493866,1.1634383628377691,0.0006654094834058274,0.11880826950073242,21.63671875,20.995227336883545,21.63671875
116,0.14292495316037765,0.1546830319945002,1.1171110906050756,1.1414299909491092,0.0006547885874834296,0.11871337890625,21.63671875,20.995224475860596,21.63671875
117,0.13967834464059425,0.15549052453279727,1.0909374689941223,1.154663351387717,0.0006440900026108353,0.11881399154663086,21.63671875,20.99522876739502,21.63671875
118,0.14214189906246388,0.1556734376878012,1.1009498065136947,1.1532354278489947,0.0006333191158477155,0.11879587173461914,21.63671875,20.99523115158081,21.63671875
119,0.14570273626309174,0.1581980869988911,1.1481255336220448,1.1747354698716663,0.0006224813506599202,0.11881732940673828,21.63671875,20.99523115158081,21.63671875
120,0.13792023107409476,0.15545611449269928,1.0865568685531617,1.1604801586829125,0.0006115821641886009,0.11878108978271484,21.63671875,20.99522638320923,21.63671875
121,0.14164758559459678,0.1563362396802404,1.0985555627139716,1.152438443491701,0.0006006270445023748,0.11879730224609375,21.63671875,20.99522304534912,21.63671875
122,0.14629007189892806,0.15444104502093978,1.1392687038848033,1.1468119516735897,0.0005896215078339173,0.11878442764282227,21.63671875,20.995223999023438,21.63671875
123,0.13739719570256195,0.15586092457233464,1.0803586419270588,1.1463974546641111,0.0005785710958023722,0.11864328384399414,21.63671875,20.995225429534912,21.63671875
124,0.14275617591606882,0.1557242377224611,1.1147859905889401,1.1570790400728583,0.0005674813726229805,0.11877918243408203,21.63671875,20.99523162841797,21.63671875
125,0.1386135987808498,0.1547882370505249,1.086379773146831,1.1485973509494216,0.0005563579223053301,0.11879825592041016,21.63671875,20.99522304534912,21.63671875
126,0.1385933162443913,0.1546898564512958,1.0920413379027294,1.1545629999949596,0.0005452063458416383,0.11879873275756836,21.63671875,20.99522352218628,21.63671875
127,0.14259168352788457,0.1556109436452971,1.1096705603026427,1.1598054673406295,0.0005340322583864842,0.11879205703735352,21.63671875,20.995224952697754,21.63671875
128,0.1364256254827174,0.1557543471448298,1.059682130217552,1.148627015709644,0.0005228412864294092,0.1188192367553711,21.63671875,20.995226860046387,21.63671875
129,0.13408976624075036,0.15412130869081012,1.0350514650803346,1.1326501490315422,0.0005116390649618092,0.118804931640625,21.63671875,20.995230674743652,21.63671875
130,0.1320715443073557,0.15519000990316273,1.0400401959854824,1.1467823514482007,0.0005004312346395483,0.11876487731933594,21.63671875,20.995229721069336,21.63671875
131,0.13585140144882293,0.154030227419571,1.0830307723925663,1.1345498720998877,0.000489223438942717,0.11876821517944336,21.63671875,20.995233058929443,21.63671875
132,0.13869110577954696,0.1547932620960637,1.0882567747395773,1.1362953119445591,0.0004780213213339719,0.11881160736083984,21.63671875,20.99522590637207,21.63671875
133,0.1364720581787137,0.15354218827560545,1.0712820580143194,1.130675580643583,0.00046683052241688,0.11880111694335938,21.63671875,20.995226860046387,21.63671875
134,0.13299737201000636,0.1536867415488814,1.0343017945839807,1.1348396246903576,0.00045565667709570717,0.11867952346801758,21.63671875,20.995224952697754,21.63671875
135,0.14089256145633183,0.15498067562148207,1.0925662688796336,1.1414544695755466,0.0004445054117380726,0.11880970001220703,21.63671875,20.995224475860596,21.63671875
136,0.13807511383237747,0.1563609214776079,1.0817525756015227,1.1501805938081815,0.0004333823413419044,0.11881494522094727,21.63671875,20.995225429534912,21.63671875
137,0.13730299808084964,0.15435811022034612,1.0899644280626224,1.1404517085233237,0.00042229306670811783,0.11883258819580078,21.63671875,20.995224475860596,21.63671875
138,0.13643306411229647,0.15431852967012674,1.0795718920803987,1.1344219498743768,0.0004112431716204445,0.11881399154663086,21.63671875,20.995229721069336,21.63671875
139,0.1359953254368156,0.15298229714098852,1.063669284948936,1.1303093007998541,0.0004002382200338287,0.11880111694335938,21.63671875,20.995224952697754,21.63671875
140,0.13660001154129323,0.1533778751268983,1.069941254235231,1.1321634925319812,0.0003892837532728076,0.11879301071166992,21.63671875,20.995232105255127,21.63671875
141,0.13993272682795158,0.1532767843687907,1.0915910668441882,1.1266995764919556,0.00037838528724128985,0.11871194839477539,21.63671875,20.995225429534912,21.63671875
142,0.12804718834419662,0.1534289670031285,1.0069802832259582,1.13054329722072,0.0003675483096451289,0.11878538131713867,21.63671875,20.99522352218628,21.63671875
143,0.13331448409849633,0.1535543868172681,1.0388602769604096,1.1281147136702203,0.00035677827722890024,0.11881399154663086,21.63671875,20.99522876739502,21.63671875
144,0.13661031117662786,0.1526567788416287,1.0648924394525014,1.1258137941360473,0.00034608061302826424,0.118804931640625,21.63671875,20.995221614837646,21.63671875
145,0.13154224823300656,0.15365734012593749,1.0452726503289662,1.1329438362736255,0.0003354607036393066,0.11879205703735352,21.63671875,20.99522829055786,21.63671875
146,0.133561426724952,0.15381811932093115,1.0474639845352907,1.1272564003884327,0.0003249238965062228,0.11880254745483398,21.63671875,20.99522638320923,21.63671875
147,0.12719994503431595,0.15356084243103396,1.005003019640079,1.128958306403365,0.00031447549722872004,0.11880159378051758,21.63671875,20.995226860046387,21.63671875
148,0.13173341383297857,0.1545374817418633,1.0501453687479863,1.1358052823110483,0.0003041207668904881,0.11881208419799805,21.63671875,20.995224475860596,21.63671875
149,0.13607194192420977,0.15356584092660341,1.0502290700949155,1.1277989113819786,0.000293864919410085,0.1187734603881836,21.63671875,20.99522590637207,21.63671875
150,0.13363335463576592,0.15312498552957549,1.0492272517658197,1.1295695009699558,0.0002837131189155714,0.11880970001220703,21.63671875,20.99522638320923,21.63671875
151,0.12829451157783087,0.15283287391794148,1.0059663962859373,1.122123511316022,0.0002736704771442182,0.11878156661987305,21.63671875,20.995227813720703,21.63671875
152,0.12949350132678564,0.15325235980562865,1.0249410839493458,1.125595286837779,0.0002637420508685908,0.11863040924072266,21.63671875,20.995230674743652,21.63671875
153,0.1299880564198471,0.15431541078869487,1.0312201850116254,1.1320129295811057,0.0002539328393503134,0.11880350112915039,21.63671875,20.99522876739502,21.63671875
154,0.12395072690282877,0.15244951135973678,0.9824899607896804,1.115006263111718,0.00024424778182279,0.11879253387451172,21.63671875,20.995225429534912,21.63671875
155,0.13059162859142256,0.15261657621013,1.0396213165584665,1.1193970024294686,0.00023469175500415135,0.11879682540893555,21.63671875,20.99522829055786,21.63671875
156,0.12950817147126564,0.1528513675526483,1.0116463029269989,1.1226201453479008,0.00022526957064167963,0.1187896728515625,21.63671875,20.995226860046387,21.63671875
157,0.12572536198135753,0.15244112222571857,0.9937611842270081,1.1177432040218265,0.00021598597308895043,0.1187586784362793,21.63671875,20.995221614837646,21.63671875
158,0.1300123586677588,0.15246770556695993,1.029792385307642,1.1214323140331544,0.00020684563691690733,0.11881399154663086,21.63671875,20.99522590637207,21.63671875
159,0.12579521830623538,0.15204738152388017,1.004769666558848,1.1157967791426926,0.00019785316456007401,0.11871814727783203,21.63671875,20.99523115158081,21.63671875
160,0.12838627570940075,0.1520317172209616,1.0165530983100717,1.1127704602433368,0.00018901308399909,0.118804931640625,21.63671875,20.995225429534912,21.63671875
161,0.12796797320676537,0.15286708229250506,1.0098354023694993,1.123371237126412,0.00018032984648073662,0.11879920959472656,21.63671875,20.995226860046387,21.63671875
162,0.12822720578585106,0.15301141074305633,1.006199010490225,1.122506281384267,0.00017180782427660032,0.11877870559692383,21.63671875,20.99522113800049,21.63671875
163,0.13382756357009595,0.15254203722579404,1.06212751606336,1.1219271053501871,0.00016345130848150136,0.11877727508544922,21.63671875,20.995230197906494,21.63671875
164,0.12613051703486305,0.15265993018692825,0.99689342926328,1.1178672671492678,0.000155264506852799,0.11880874633789062,21.63671875,20.99522876739502,21.63671875
165,0.12409237884701445,0.15215556991024642,0.978988715742643,1.1176401051343419,0.00014725154169165845,0.11881780624389648,21.63671875,20.995222568511963,21.63671875
166,0.12766109289458163,0.15326956193603108,1.0072057167383341,1.1202566782070789,0.00013941644776734868,0.11882305145263672,21.63671875,20.995230674743652,21.63671875
167,0.12614146647545008,0.15270401993911947,1.0117532972876842,1.120321981201414,0.00013176317028561457,0.11877250671386719,21.63671875,20.99522590637207,21.63671875
168,0.12399067527399614,0.15247071814374066,0.9797148818236131,1.1206520601641388,0.00012429556290214665,0.11881828308105469,21.63671875,20.995224952697754,21.63671875
169,0.12732186287641525,0.15264020840113518,1.0096763581152146,1.1204889962915332,0.00011701738578214899,0.11879396438598633,21.63671875,20.995227336883545,21.63671875
170,0.12876149581601987,0.15299265566136455,1.0287854587687897,1.1223533250624314,0.0001099323037069838,0.11871671676635742,21.63671875,20.995225429534912,21.63671875
171,0.1215757416962431,0.15214038034318947,0.9559764037567836,1.1147788893489632,0.00010304388422884331,0.11881256103515625,21.63671875,20.995224952697754,21.63671875
172,0.13070288580913955,0.15278926802566276,1.0398167736713704,1.1161052318057045,9.635559587437928e-05,0.11877202987670898,21.63671875,20.99522113800049,21.63671875
173,0.12951425907560266,0.15250303979119054,1.0364974639965938,1.1136519308725839,8.987080639819605e-05,0.11880302429199219,21.63671875,20.99522829055786,21.63671875
174,0.12499907831159922,0.1519636137847556,0.9893093449020615,1.1117413111613133,8.359278108708395e-05,0.11878776550292969,21.63671875,20.995235919952393,21.63671875
175,0.12456922215624497,0.15236751978227403,0.9881096615470373,1.1145229617133736,7.75246811158498e-05,0.11876773834228516,21.63671875,20.995227813720703,21.63671875
176,0.12418179966795903,0.15215147752896882,0.9875182571319433,1.1130220841849223,7.166956195557014e-05,0.11878156661987305,21.63671875,20.995229244232178,21.63671875
177,0.11735519460527799,0.15195451064791995,0.9322567057638215,1.1128751542884856,6.603037183506895e-05,0.11868667602539062,21.63671875,20.995227336883545,21.63671875
178,0.1315168440098373,0.15205259515496436,1.0381100773180907,1.1118944083631503,6.0609950256395796e-05,0.11880683898925781,21.63671875,20.99522590637207,21.63671875
179,0.1286640331392678,0.15243833450367675,1.018143841208747,1.1146650287788362,5.541102656505155e-05,0.11879777908325195,21.63671875,20.99522829055786,21.63671875
180,0.12540410516926875,0.15251608934486285,0.9944454848766326,1.1141805618535727,5.0436218575680446e-05,0.11881113052368164,21.63671875,20.995230674743652,21.63671875
