epoch,train_loss,val_loss,train_hint_metric,val_hint_metric,lr,cuda_mem_allocated_gib,cuda_mem_reserved_gib,cuda_peak_allocated_gib,cuda_peak_reserved_gib
181,0.12423101163254334,0.15241745840176008,0.9944239365366789,1.1143228091066704,4.568803125392147e-05,0.1188054084777832,21.63671875,20.99522590637207,21.63671875
182,0.12601684562288798,0.15219692477112404,0.9924666336866526,1.1145426944131032,4.11688554550825e-05,0.1188058853149414,21.63671875,20.99522304534912,21.63671875
183,0.1286198868144017,0.1521433251182316,1.0302387092778316,1.1134602433652616,3.6880966720273195e-05,0.1188044548034668,21.63671875,20.99522638320923,21.63671875
184,0.12436941680713341,0.15202828231558668,0.9986068905202242,1.1118837182293646,3.2826524130601456e-05,0.11879873275756836,21.63671875,20.99522352218628,21.63671875
185,0.12390786996541114,0.15202921162708663,0.98901338075216,1.1104950494715013,2.900756922001047e-05,0.11878156661987305,21.63671875,20.995224952697754,21.63671875
186,0.12204381285235286,0.15227550412528218,0.9770886477369528,1.1129568740318063,2.5426024947305655e-05,0.1188192367553711,21.63671875,20.99522829055786,21.63671875
187,0.12350071144218629,0.15210403668897926,0.9780448734531035,1.1120044130482711,2.2083694727886322e-05,0.11882400512695312,21.63671875,20.99522352218628,21.63671875
188,0.12287506313063204,0.15230138381011785,0.9800412759070213,1.1133688016736414,1.8982261525672157e-05,0.11867380142211914,21.63671875,20.99522638320923,21.63671875
189,0.12600968387264472,0.15203470874403138,1.0070890610951644,1.111581026192289,1.6123287005680213e-05,0.11880016326904297,21.63671875,20.99522352218628,21.63671875
190,0.1303412641842778,0.15231564873683964,1.0219489872914094,1.1127920807921328,1.3508210747679341e-05,0.11882495880126953,21.63671875,20.995238304138184,21.63671875
191,0.12312974526761816,0.15212621501850662,0.9864358677485815,1.112470040167682,1.1138349521318312e-05,0.11878395080566406,21.63671875,20.995230197906494,21.63671875
192,0.12821800609334158,0.15228122664993862,1.004757736123955,1.1123913503543008,9.014896623092875e-06,0.1188201904296875,21.63671875,20.995230197906494,21.63671875
193,0.1263806547740331,0.1521217361849267,1.0091136691432734,1.1110965660540386,7.138921275485217e-06,0.11881446838378906,21.63671875,20.99522590637207,21.63671875
194,0.1211481841863133,0.1520217286903062,0.9676859951606737,1.1110049267765134,5.511368088577766e-06,0.11880064010620117,21.63671875,20.99522638320923,21.63671875
195,0.12083302343120941,0.15205376288213301,0.965886839055098,1.1115350242936983,4.133056584413881e-06,0.11871623992919922,21.63671875,20.995222568511963,21.63671875
196,0.12932887652315772,0.15215191597817465,1.0280654459446668,1.1124850001186133,3.0046807843436116e-06,0.1188058853149414,21.63671875,20.995224952697754,21.63671875
197,0.12630025193874295,0.15215443620691077,0.999609725346359,1.1120213286776561,2.1268088595635032e-06,0.11880111694335938,21.63671875,20.99522590637207,21.63671875
198,0.1219785468137035,0.1521474173932802,0.9772142523283569,1.1118195127695798,1.4998828450246569e-06,0.11878156661987305,21.63671875,20.995226860046387,21.63671875
199,0.12367624499261952,0.15214442496362607,0.9797881380067421,1.111774004995823,1.1242184168553665e-06,0.11881017684936523,21.63671875,20.995225429534912,21.63671875
200,0.12350989466962906,0.15213937593798618,0.9754571181650346,1.1117639784701168,1.0000047334082289e-06,0.11878299713134766,21.63671875,20.995223999023438,21.63671875
