epoch,train_loss,val_loss,train_hint_metric,val_hint_metric,lr
39,0.061176005750894547,0.08383061736822128,1.0345379114151,1.2036646604537964,0.001
40,0.0838305801153183,0.059561505913734436,1.2036641836166382,1.0535427331924438,0.001
41,0.059561531990766525,0.09147847443819046,1.053543210029602,1.2883753776550293,0.001
42,0.09147851169109344,0.09353107213973999,1.2883758544921875,1.3989475965499878,0.001
43,0.09353107959032059,0.04774560406804085,1.3989471197128296,0.8337643146514893,0.001
44,0.04774558171629906,0.07821051776409149,0.8337642550468445,1.0995253324508667,0.001
45,0.07821054011583328,0.05659503489732742,1.0995252132415771,0.8643572330474854,0.001
46,0.05659504607319832,0.07950769364833832,0.8643573522567749,1.1353596448898315,0.001
47,0.07950768619775772,0.07126373052597046,1.135359525680542,0.9044969081878662,0.001
48,0.07126373052597046,0.06384237110614777,0.9044969081878662,1.0105496644973755,0.001
49,0.06384234130382538,0.07403670996427536,1.0105494260787964,1.113096833229065,0.001
50,0.07403670996427536,0.06223789229989052,1.1130965948104858,1.024189829826355,0.001
51,0.06223788857460022,0.05626300722360611,1.0241901874542236,0.8749762177467346,0.001
52,0.0562630370259285,0.07669691741466522,0.8749767541885376,1.2312449216842651,0.001
53,0.07669693976640701,0.04341717064380646,1.231245517730713,0.7291749715805054,0.001
54,0.043417178094387054,0.05567391216754913,0.7291744947433472,1.0022755861282349,0.001
55,0.05567391589283943,0.05451694503426552,1.002275824546814,0.9571021795272827,0.001
56,0.05451696366071701,0.03461234271526337,0.9571020007133484,0.6265674829483032,0.001
57,0.034612350165843964,0.04241661727428436,0.6265679001808167,0.7468178272247314,0.001
58,0.04241660237312317,0.03934655711054802,0.7468169927597046,0.6523333191871643,0.001
59,0.03934658318758011,0.043888967484235764,0.6523333787918091,0.7332668900489807,0.001
60,0.04388898238539696,0.038237351924180984,0.7332675457000732,0.6393804550170898,0.001
61,0.03823735564947128,0.028718799352645874,0.6393805742263794,0.5235133171081543,0.001
62,0.028718795627355576,0.04203486070036888,0.5235130190849304,0.7242299914360046,0.001
63,0.04203489050269127,0.03289119526743889,0.7242304086685181,0.6190091967582703,0.001
64,0.03289118781685829,0.040994640439748764,0.619009256362915,0.733470618724823,0.001
65,0.04099465534090996,0.030692286789417267,0.733471155166626,0.5525894165039062,0.001
66,0.030692340806126595,0.05027400329709053,0.5525895357131958,0.8618561029434204,0.001
67,0.050274014472961426,0.04408831149339676,0.8618564605712891,0.754798173904419,0.001
68,0.04408832639455795,0.04095761850476265,0.7547982931137085,0.6183502674102783,0.001
69,0.04095761850476265,0.043463945388793945,0.6183502674102783,0.7873733639717102,0.001
70,0.043463949114084244,0.03165821358561516,0.7873736023902893,0.42598646879196167,0.001
71,0.03165821731090546,0.04104918986558914,0.425986647605896,0.7491213083267212,0.001
72,0.04104919359087944,0.03782109171152115,0.7491214871406555,0.5541746616363525,0.001
73,0.037821102887392044,0.03513083606958389,0.5541744828224182,0.5974948406219482,0.001
74,0.0351308211684227,0.02893589809536934,0.5974949598312378,0.4078461825847626,0.001
75,0.02893589250743389,0.04631391912698746,0.40784603357315063,0.6530596017837524,0.001
76,0.046313900500535965,0.02613082528114319,0.6530594825744629,0.36973732709884644,0.001
77,0.026130858808755875,0.054473720490932465,0.3697378933429718,0.6833912134170532,0.001
78,0.054473742842674255,0.04860319942235947,0.6833915114402771,0.7211384773254395,0.001
79,0.04860321432352066,0.036624737083911896,0.7211384773254395,0.5161517262458801,0.001
80,0.03662469983100891,0.04487011954188347,0.5161519050598145,0.741024911403656,0.001
81,0.04487013816833496,0.032083503901958466,0.7410255670547485,0.48749709129333496,0.001
82,0.03208349645137787,0.044217370450496674,0.4874970614910126,0.8067468404769897,0.001
83,0.04421737790107727,0.03144645690917969,0.8067468404769897,0.4498330056667328,0.001
84,0.03144644573330879,0.05029749497771263,0.44983240962028503,0.9144741892814636,0.001
85,0.05029750615358353,0.039308756589889526,0.9144741296768188,0.689079225063324,0.001
86,0.039308734238147736,0.04903516173362732,0.689078688621521,0.8287413716316223,0.001
87,0.04903516173362732,0.04297966882586479,0.8287417888641357,0.8242383003234863,0.001
88,0.0429796427488327,0.04150861129164696,0.8242377638816833,0.6000748872756958,0.001
89,0.04150860756635666,0.03920377418398857,0.6000745892524719,0.6789982318878174,0.001
90,0.03920377418398857,0.03592287376523018,0.6789981722831726,0.6419267058372498,0.001
91,0.03592287376523018,0.03926321864128113,0.6419264078140259,0.6270010471343994,0.001
92,0.03926324471831322,0.04043671861290932,0.6270012259483337,0.7522081732749939,0.001
93,0.04043671116232872,0.025670675560832024,0.7522078156471252,0.3527721166610718,0.001
94,0.02567068487405777,0.04663950204849243,0.3527723252773285,0.8829683065414429,0.001
95,0.046639494597911835,0.03147878125309944,0.8829683065414429,0.534385621547699,0.001
96,0.031478773802518845,0.054545171558856964,0.534385621547699,0.9451416730880737,0.001
97,0.05454517528414726,0.05368582904338837,0.9451418519020081,0.9639571905136108,0.001
98,0.05368581414222717,0.037984415888786316,0.9639570116996765,0.6058504581451416,0.001
99,0.03798440471291542,0.03865916654467583,0.6058499217033386,0.6978204846382141,0.001
100,0.038659173995256424,0.044079627841711044,0.6978209018707275,0.7739322185516357,0.001
